"away_score","home_score","away_team","home_team","year","team","game_date"
"24","28","Bills","Jets",2011,"jets","11-27-2011"
"34","19","Jets","Redskins",2011,"jets","12-04-2011"
"10","37","Chiefs","Jets",2011,"jets","12-11-2011"
"19","45","Jets","Eagles",2011,"jets","12-18-2011"
"29","14","Giants","Jets",2011,"jets","12-24-2011"
"17","19","Jets","Dolphins",2011,"jets","01-01-2011"
"21","28","Panthers","Cardinals",2011,"panthers","09-11-2011"
"30","23","Packers","Panthers",2011,"panthers","09-18-2011"
"10","16","Jaguars","Panthers",2011,"panthers","09-25-2011"
"29","34","Panthers","Bears",2011,"panthers","10-02-2011"
"30","27","Saints","Panthers",2011,"panthers","10-09-2011"
"17","31","Panthers","Falcons",2011,"panthers","10-16-2011"
"20","33","Redskins","Panthers",2011,"panthers","10-23-2011"
"24","21","Vikings","Panthers",2011,"panthers","10-30-2011"
"30","03","Titans","Panthers",2011,"panthers","11-13-2011"
"35","49","Panthers","Lions",2011,"panthers","11-20-2011"
"27","19","Panthers","Colts",2011,"panthers","11-27-2011"
"38","19","Panthers","Buccaneers",2011,"panthers","12-04-2011"
"31","23","Falcons","Panthers",2011,"panthers","12-11-2011"
"28","13","Panthers","Texans",2011,"panthers","12-18-2011"
"16","48","Buccaneers","Panthers",2011,"panthers","12-24-2011"
"17","45","Panthers","Saints",2011,"panthers","01-01-2011"
"14","16","Titans","Jaguars",2011,"jaguars","09-11-2011"
"03","32","Jaguars","Jets",2011,"jaguars","09-18-2011"
"10","16","Jaguars","Panthers",2011,"jaguars","09-25-2011"
"23","10","Saints","Jaguars",2011,"jaguars","10-02-2011"
"30","20","Bengals","Jaguars",2011,"jaguars","10-09-2011"
"13","17","Jaguars","Steelers",2011,"jaguars","10-16-2011"
"07","12","Ravens","Jaguars",2011,"jaguars","10-24-2011"
"14","24","Jaguars","Texans",2011,"jaguars","10-30-2011"
"17","03","Jaguars","Colts",2011,"jaguars","11-13-2011"
"10","14","Jaguars","Browns",2011,"jaguars","11-20-2011"
"20","13","Texans","Jaguars",2011,"jaguars","11-27-2011"
"38","14","Chargers","Jaguars",2011,"jaguars","12-05-2011"
"14","41","Buccaneers","Jaguars",2011,"jaguars","12-11-2011"
"14","41","Jaguars","Falcons",2011,"jaguars","12-15-2011"
"17","23","Jaguars","Titans",2011,"jaguars","12-24-2011"
"13","19","Colts","Jaguars",2011,"jaguars","01-01-2011"
"17","24","Vikings","Chargers",2011,"vikings","09-11-2011"
"24","20","Buccaneers","Vikings",2011,"vikings","09-18-2011"
"26","23","Lions","Vikings",2011,"vikings","09-25-2011"
"17","22","Vikings","Chiefs",2011,"vikings","10-02-2011"
"10","34","Cardinals","Vikings",2011,"vikings","10-09-2011"
"10","39","Vikings","Bears",2011,"vikings","10-16-2011"
"33","27","Packers","Vikings",2011,"vikings","10-23-2011"
"24","21","Vikings","Panthers",2011,"vikings","10-30-2011"
"07","45","Vikings","Packers",2011,"vikings","11-14-2011"
"27","21","Raiders","Vikings",2011,"vikings","11-20-2011"
"14","24","Vikings","Falcons",2011,"vikings","11-27-2011"
"35","32","Broncos","Vikings",2011,"vikings","12-04-2011"
"28","34","Vikings","Lions",2011,"vikings","12-11-2011"
"42","20","Saints","Vikings",2011,"vikings","12-18-2011"
"33","26","Vikings","Redskins",2011,"vikings","12-24-2011"
"17","13","Bears","Vikings",2011,"vikings","01-01-2011"
"34","42","Saints","Packers",2011,"packers","09-08-2011"
"30","23","Packers","Panthers",2011,"packers","09-18-2011"
"27","17","Packers","Bears",2011,"packers","09-25-2011"
"23","49","Broncos","Packers",2011,"packers","10-02-2011"
"25","14","Packers","Falcons",2011,"packers","10-09-2011"
"03","24","Rams","Packers",2011,"packers","10-16-2011"
"33","27","Packers","Vikings",2011,"packers","10-23-2011"
"45","38","Packers","Chargers",2011,"packers","11-06-2011"
"07","45","Vikings","Packers",2011,"packers","11-14-2011"
"26","35","Buccaneers","Packers",2011,"packers","11-20-2011"
"27","15","Packers","Lions",2011,"packers","11-24-2011"
"38","35","Packers","Giants",2011,"packers","12-04-2011"
"16","46","Raiders","Packers",2011,"packers","12-11-2011"
"14","19","Packers","Chiefs",2011,"packers","12-18-2011"
"21","35","Bears","Packers",2011,"packers","12-25-2011"
"41","45","Lions","Packers",2011,"packers","01-01-2011"
"34","42","Saints","Packers",2011,"saints","09-08-2011"
"13","30","Bears","Saints",2011,"saints","09-18-2011"
"33","40","Texans","Saints",2011,"saints","09-25-2011"
"23","10","Saints","Jaguars",2011,"saints","10-02-2011"
"30","27","Saints","Panthers",2011,"saints","10-09-2011"
"20","26","Saints","Buccaneers",2011,"saints","10-16-2011"
"07","62","Colts","Saints",2011,"saints","10-23-2011"
"21","31","Saints","Rams",2011,"saints","10-30-2011"
"16","27","Buccaneers","Saints",2011,"saints","11-06-2011"
"26","23","Saints","Falcons",2011,"saints","11-13-2011"
"24","49","Giants","Saints",2011,"saints","11-28-2011"
"17","31","Lions","Saints",2011,"saints","12-04-2011"
"22","17","Saints","Titans",2011,"saints","12-11-2011"
"42","20","Saints","Vikings",2011,"saints","12-18-2011"
"16","45","Falcons","Saints",2011,"saints","12-26-2011"
"17","45","Panthers","Saints",2011,"saints","01-01-2011"
"12","30","Falcons","Bears",2011,"falcons","09-11-2011"
"31","35","Eagles","Falcons",2011,"falcons","09-18-2011"
"13","16","Falcons","Buccaneers",2011,"falcons","09-25-2011"
"30","28","Falcons","Seahawks",2011,"falcons","10-02-2011"
"25","14","Packers","Falcons",2011,"falcons","10-09-2011"
"17","31","Panthers","Falcons",2011,"falcons","10-16-2011"
"23","16","Falcons","Lions",2011,"falcons","10-23-2011"
"31","07","Falcons","Colts",2011,"falcons","11-06-2011"
"26","23","Saints","Falcons",2011,"falcons","11-13-2011"
"17","23","Titans","Falcons",2011,"falcons","11-20-2011"
"14","24","Vikings","Falcons",2011,"falcons","11-27-2011"
"10","17","Falcons","Texans",2011,"falcons","12-04-2011"
"31","23","Falcons","Panthers",2011,"falcons","12-11-2011"
"14","41","Jaguars","Falcons",2011,"falcons","12-15-2011"
"16","45","Falcons","Saints",2011,"falcons","12-26-2011"
"24","45","Buccaneers","Falcons",2011,"falcons","01-01-2011"
"21","28","Panthers","Cardinals",2011,"cardinals","09-11-2011"
"21","22","Cardinals","Redskins",2011,"cardinals","09-18-2011"
"10","13","Cardinals","Seahawks",2011,"cardinals","09-25-2011"
"31","27","Giants","Cardinals",2011,"cardinals","10-02-2011"
"10","34","Cardinals","Vikings",2011,"cardinals","10-09-2011"
"32","20","Steelers","Cardinals",2011,"cardinals","10-23-2011"
"27","30","Cardinals","Ravens",2011,"cardinals","10-30-2011"
"13","19","Rams","Cardinals",2011,"cardinals","11-06-2011"
"21","17","Cardinals","Eagles",2011,"cardinals","11-13-2011"
"07","23","Cardinals","49ers",2011,"cardinals","11-20-2011"
"23","20","Cardinals","Rams",2011,"cardinals","11-27-2011"
"13","19","Cowboys","Cardinals",2011,"cardinals","12-04-2011"
"19","21","49ers","Cardinals",2011,"cardinals","12-11-2011"
"17","20","Browns","Cardinals",2011,"cardinals","12-18-2011"
"16","23","Cardinals","Bengals",2011,"cardinals","12-24-2011"
"20","23","Seahawks","Cardinals",2011,"cardinals","01-01-2011"
"12","30","Falcons","Bears",2011,"bears","09-11-2011"
"13","30","Bears","Saints",2011,"bears","09-18-2011"
"27","17","Packers","Bears",2011,"bears","09-25-2011"
"29","34","Panthers","Bears",2011,"bears","10-02-2011"
"13","24","Bears","Lions",2011,"bears","10-10-2011"
"10","39","Vikings","Bears",2011,"bears","10-16-2011"
"24","18","Bears","Buccaneers",2011,"bears","10-23-2011"
"30","24","Bears","Eagles",2011,"bears","11-07-2011"
"13","37","Lions","Bears",2011,"bears","11-13-2011"
"20","31","Chargers","Bears",2011,"bears","11-20-2011"
"20","25","Bears","Raiders",2011,"bears","11-27-2011"
"10","03","Chiefs","Bears",2011,"bears","12-04-2011"
"10","13","Bears","Broncos",2011,"bears","12-11-2011"
"38","14","Seahawks","Bears",2011,"bears","12-18-2011"
"21","35","Bears","Packers",2011,"bears","12-25-2011"
"17","13","Bears","Vikings",2011,"bears","01-01-2011"
"14","16","Titans","Jaguars",2011,"titans","09-11-2011"
"13","26","Ravens","Titans",2011,"titans","09-18-2011"
"14","17","Broncos","Titans",2011,"titans","09-25-2011"
"31","13","Titans","Browns",2011,"titans","10-02-2011"
"17","38","Titans","Steelers",2011,"titans","10-09-2011"
"41","07","Texans","Titans",2011,"titans","10-23-2011"
"10","27","Colts","Titans",2011,"titans","10-30-2011"
"24","17","Bengals","Titans",2011,"titans","11-06-2011"
"30","03","Titans","Panthers",2011,"titans","11-13-2011"
"17","23","Titans","Falcons",2011,"titans","11-20-2011"
"17","23","Buccaneers","Titans",2011,"titans","11-27-2011"
"23","17","Titans","Bills",2011,"titans","12-04-2011"
"22","17","Saints","Titans",2011,"titans","12-11-2011"
"13","27","Titans","Colts",2011,"titans","12-18-2011"
"17","23","Jaguars","Titans",2011,"titans","12-24-2011"
"23","22","Titans","Texans",2011,"titans","01-01-2011"
"07","34","Colts","Texans",2011,"colts","09-11-2011"
"27","19","Browns","Colts",2011,"colts","09-18-2011"
"23","20","Steelers","Colts",2011,"colts","09-25-2011"
"17","24","Colts","Buccaneers",2011,"colts","10-03-2011"
"28","24","Chiefs","Colts",2011,"colts","10-09-2011"
"17","27","Colts","Bengals",2011,"colts","10-16-2011"
"07","62","Colts","Saints",2011,"colts","10-23-2011"
"10","27","Colts","Titans",2011,"colts","10-30-2011"
"31","07","Falcons","Colts",2011,"colts","11-06-2011"
"17","03","Jaguars","Colts",2011,"colts","11-13-2011"
"27","19","Panthers","Colts",2011,"colts","11-27-2011"
"24","31","Colts","Patriots",2011,"colts","12-04-2011"
"10","24","Colts","Ravens",2011,"colts","12-11-2011"
"13","27","Titans","Colts",2011,"colts","12-18-2011"
"16","19","Texans","Colts",2011,"colts","12-22-2011"
"13","19","Colts","Jaguars",2011,"colts","01-01-2011"
"23","20","Raiders","Broncos",2011,"broncos","09-12-2011"
"22","24","Bengals","Broncos",2011,"broncos","09-18-2011"
"14","17","Broncos","Titans",2011,"broncos","09-25-2011"
"23","49","Broncos","Packers",2011,"broncos","10-02-2011"
"29","24","Chargers","Broncos",2011,"broncos","10-09-2011"
"18","15","Broncos","Dolphins",2011,"broncos","10-23-2011"
"45","10","Lions","Broncos",2011,"broncos","10-30-2011"
"38","24","Broncos","Raiders",2011,"broncos","11-06-2011"
"17","10","Broncos","Chiefs",2011,"broncos","11-13-2011"
"13","17","Jets","Broncos",2011,"broncos","11-17-2011"
"16","13","Broncos","Chargers",2011,"broncos","11-27-2011"
"35","32","Broncos","Vikings",2011,"broncos","12-04-2011"
"10","13","Bears","Broncos",2011,"broncos","12-11-2011"
"41","23","Patriots","Broncos",2011,"broncos","12-18-2011"
"14","40","Broncos","Bills",2011,"broncos","12-24-2011"
"07","03","Chiefs","Broncos",2011,"broncos","01-01-2011"
"17","16","Eagles","Browns",2012,"eagles","09-09-2012"
"23","24","Ravens","Eagles",2012,"eagles","09-16-2012"
"06","27","Eagles","Cardinals",2012,"eagles","09-23-2012"
"17","19","Giants","Eagles",2012,"eagles","09-30-2012"
"14","16","Eagles","Steelers",2012,"eagles","10-07-2012"
"26","23","Lions","Eagles",2012,"eagles","10-14-2012"
"30","17","Falcons","Eagles",2012,"eagles","10-28-2012"
"13","28","Eagles","Saints",2012,"eagles","11-05-2012"
"38","23","Cowboys","Eagles",2012,"eagles","11-11-2012"
"06","31","Eagles","Redskins",2012,"eagles","11-18-2012"
"30","22","Panthers","Eagles",2012,"eagles","11-26-2012"
"33","38","Eagles","Cowboys",2012,"eagles","12-02-2012"
"23","21","Eagles","Buccaneers",2012,"eagles","12-09-2012"
"34","13","Bengals","Eagles",2012,"eagles","12-13-2012"
"27","20","Redskins","Eagles",2012,"eagles","12-23-2012"
"07","42","Eagles","Giants",2012,"eagles","12-30-2012"
"40","32","Redskins","Saints",2012,"redskins","09-09-2012"
"28","31","Redskins","Rams",2012,"redskins","09-16-2012"
"38","31","Bengals","Redskins",2012,"redskins","09-23-2012"
"24","22","Redskins","Buccaneers",2012,"redskins","09-30-2012"
"24","17","Falcons","Redskins",2012,"redskins","10-07-2012"
"26","38","Vikings","Redskins",2012,"redskins","10-14-2012"
"23","27","Redskins","Giants",2012,"redskins","10-21-2012"
"12","27","Redskins","Steelers",2012,"redskins","10-28-2012"
"21","13","Panthers","Redskins",2012,"redskins","11-04-2012"
"06","31","Eagles","Redskins",2012,"redskins","11-18-2012"
"38","31","Redskins","Cowboys",2012,"redskins","11-22-2012"
"16","17","Giants","Redskins",2012,"redskins","12-03-2012"
"28","31","Ravens","Redskins",2012,"redskins","12-09-2012"
"38","21","Redskins","Browns",2012,"redskins","12-16-2012"
"27","20","Redskins","Eagles",2012,"redskins","12-23-2012"
"18","28","Cowboys","Redskins",2012,"redskins","12-30-2012"
"24","17","Cowboys","Giants",2012,"giants","09-05-2012"
"34","41","Buccaneers","Giants",2012,"giants","09-16-2012"
"36","07","Giants","Panthers",2012,"giants","09-20-2012"
"17","19","Giants","Eagles",2012,"giants","09-30-2012"
"27","41","Browns","Giants",2012,"giants","10-07-2012"
"26","03","Giants","49ers",2012,"giants","10-14-2012"
"23","27","Redskins","Giants",2012,"giants","10-21-2012"
"29","24","Giants","Cowboys",2012,"giants","10-28-2012"
"24","20","Steelers","Giants",2012,"giants","11-04-2012"
"13","31","Giants","Bengals",2012,"giants","11-11-2012"
"10","38","Packers","Giants",2012,"giants","11-25-2012"
"16","17","Giants","Redskins",2012,"giants","12-03-2012"
"27","52","Saints","Giants",2012,"giants","12-09-2012"
"00","34","Giants","Falcons",2012,"giants","12-16-2012"
"14","33","Giants","Ravens",2012,"giants","12-23-2012"
"07","42","Eagles","Giants",2012,"giants","12-30-2012"
"24","17","Cowboys","Giants",2012,"cowboys","09-05-2012"
"07","27","Cowboys","Seahawks",2012,"cowboys","09-16-2012"
"10","16","Buccaneers","Cowboys",2012,"cowboys","09-23-2012"
"34","18","Bears","Cowboys",2012,"cowboys","10-01-2012"
"29","31","Cowboys","Ravens",2012,"cowboys","10-14-2012"
"19","14","Cowboys","Panthers",2012,"cowboys","10-21-2012"
"29","24","Giants","Cowboys",2012,"cowboys","10-28-2012"
"13","19","Cowboys","Falcons",2012,"cowboys","11-04-2012"
"38","23","Cowboys","Eagles",2012,"cowboys","11-11-2012"
"20","23","Browns","Cowboys",2012,"cowboys","11-18-2012"
"38","31","Redskins","Cowboys",2012,"cowboys","11-22-2012"
"33","38","Eagles","Cowboys",2012,"cowboys","12-02-2012"
"20","19","Cowboys","Bengals",2012,"cowboys","12-09-2012"
"24","27","Steelers","Cowboys",2012,"cowboys","12-16-2012"
"34","31","Saints","Cowboys",2012,"cowboys","12-23-2012"
"18","28","Cowboys","Redskins",2012,"cowboys","12-30-2012"
"34","13","Patriots","Titans",2012,"patriots","09-09-2012"
"20","18","Cardinals","Patriots",2012,"patriots","09-16-2012"
"30","31","Patriots","Ravens",2012,"patriots","09-23-2012"
"52","28","Patriots","Bills",2012,"patriots","09-30-2012"
"21","31","Broncos","Patriots",2012,"patriots","10-07-2012"
"23","24","Patriots","Seahawks",2012,"patriots","10-14-2012"
"26","29","Jets","Patriots",2012,"patriots","10-21-2012"
"45","07","Patriots","Rams",2012,"patriots","10-28-2012"
"31","37","Bills","Patriots",2012,"patriots","11-11-2012"
"24","59","Colts","Patriots",2012,"patriots","11-18-2012"
"49","19","Patriots","Jets",2012,"patriots","11-22-2012"
"23","16","Patriots","Dolphins",2012,"patriots","12-02-2012"
"14","42","Texans","Patriots",2012,"patriots","12-10-2012"
"41","34","49ers","Patriots",2012,"patriots","12-16-2012"
"23","16","Patriots","Jaguars",2012,"patriots","12-23-2012"
"00","28","Dolphins","Patriots",2012,"patriots","12-30-2012"
"19","31","Steelers","Broncos",2012,"steelers","09-09-2012"
"10","27","Jets","Steelers",2012,"steelers","09-16-2012"
"31","34","Steelers","Raiders",2012,"steelers","09-23-2012"
"14","16","Eagles","Steelers",2012,"steelers","10-07-2012"
"23","26","Steelers","Titans",2012,"steelers","10-11-2012"
"24","17","Steelers","Bengals",2012,"steelers","10-21-2012"
"12","27","Redskins","Steelers",2012,"steelers","10-28-2012"
"24","20","Steelers","Giants",2012,"steelers","11-04-2012"
"13","16","Chiefs","Steelers",2012,"steelers","11-12-2012"
"13","10","Ravens","Steelers",2012,"steelers","11-18-2012"
"14","20","Steelers","Browns",2012,"steelers","11-25-2012"
"23","20","Steelers","Ravens",2012,"steelers","12-02-2012"
"34","24","Chargers","Steelers",2012,"steelers","12-09-2012"
"24","27","Steelers","Cowboys",2012,"steelers","12-16-2012"
"13","10","Bengals","Steelers",2012,"steelers","12-23-2012"
"10","24","Browns","Steelers",2012,"steelers","12-30-2012"
"40","24","Falcons","Chiefs",2012,"chiefs","09-09-2012"
"17","35","Chiefs","Bills",2012,"chiefs","09-16-2012"
"27","24","Chiefs","Saints",2012,"chiefs","09-23-2012"
"37","20","Chargers","Chiefs",2012,"chiefs","09-30-2012"
"09","06","Ravens","Chiefs",2012,"chiefs","10-07-2012"
"10","38","Chiefs","Buccaneers",2012,"chiefs","10-14-2012"
"26","16","Raiders","Chiefs",2012,"chiefs","10-28-2012"
"13","31","Chiefs","Chargers",2012,"chiefs","11-01-2012"
"13","16","Chiefs","Steelers",2012,"chiefs","11-12-2012"
"28","06","Bengals","Chiefs",2012,"chiefs","11-18-2012"
"17","09","Broncos","Chiefs",2012,"chiefs","11-25-2012"
"21","27","Panthers","Chiefs",2012,"chiefs","12-02-2012"
"07","30","Chiefs","Browns",2012,"chiefs","12-09-2012"
"00","15","Chiefs","Raiders",2012,"chiefs","12-16-2012"
"20","13","Colts","Chiefs",2012,"chiefs","12-23-2012"
"03","38","Chiefs","Broncos",2012,"chiefs","12-30-2012"
"22","14","Chargers","Raiders",2012,"raiders","09-10-2012"
"13","35","Raiders","Dolphins",2012,"raiders","09-16-2012"
"31","34","Steelers","Raiders",2012,"raiders","09-23-2012"
"06","37","Raiders","Broncos",2012,"raiders","09-30-2012"
"20","23","Raiders","Falcons",2012,"raiders","10-14-2012"
"23","26","Jaguars","Raiders",2012,"raiders","10-21-2012"
"26","16","Raiders","Chiefs",2012,"raiders","10-28-2012"
"42","32","Buccaneers","Raiders",2012,"raiders","11-04-2012"
"20","55","Raiders","Ravens",2012,"raiders","11-11-2012"
"38","17","Saints","Raiders",2012,"raiders","11-18-2012"
"10","34","Raiders","Bengals",2012,"raiders","11-25-2012"
"20","17","Browns","Raiders",2012,"raiders","12-02-2012"
"26","13","Broncos","Raiders",2012,"raiders","12-06-2012"
"00","15","Chiefs","Raiders",2012,"raiders","12-16-2012"
"06","17","Raiders","Panthers",2012,"raiders","12-23-2012"
"21","24","Raiders","Chargers",2012,"raiders","12-30-2012"
"10","30","Dolphins","Texans",2012,"texans","09-09-2012"
"27","07","Texans","Jaguars",2012,"texans","09-16-2012"
"31","25","Texans","Broncos",2012,"texans","09-23-2012"
"14","38","Titans","Texans",2012,"texans","09-30-2012"
"23","17","Texans","Jets",2012,"texans","10-08-2012"
"42","24","Packers","Texans",2012,"texans","10-14-2012"
"13","43","Ravens","Texans",2012,"texans","10-21-2012"
"09","21","Bills","Texans",2012,"texans","11-04-2012"
"13","06","Texans","Bears",2012,"texans","11-11-2012"
"37","43","Jaguars","Texans",2012,"texans","11-18-2012"
"34","31","Texans","Lions",2012,"texans","11-22-2012"
"24","10","Texans","Titans",2012,"texans","12-02-2012"
"14","42","Texans","Patriots",2012,"texans","12-10-2012"
"17","29","Colts","Texans",2012,"texans","12-16-2012"
"23","06","Vikings","Texans",2012,"texans","12-23-2012"
"16","28","Texans","Colts",2012,"texans","12-30-2012"
"10","30","Dolphins","Texans",2012,"dolphins","09-09-2012"
"13","35","Raiders","Dolphins",2012,"dolphins","09-16-2012"
"23","20","Jets","Dolphins",2012,"dolphins","09-23-2012"
"21","24","Dolphins","Cardinals",2012,"dolphins","09-30-2012"
"17","13","Dolphins","Bengals",2012,"dolphins","10-07-2012"
"14","17","Rams","Dolphins",2012,"dolphins","10-14-2012"
"30","09","Dolphins","Jets",2012,"dolphins","10-28-2012"
"20","23","Dolphins","Colts",2012,"dolphins","11-04-2012"
"37","03","Titans","Dolphins",2012,"dolphins","11-11-2012"
"14","19","Dolphins","Bills",2012,"dolphins","11-15-2012"
"21","24","Seahawks","Dolphins",2012,"dolphins","11-25-2012"
"23","16","Patriots","Dolphins",2012,"dolphins","12-02-2012"
"13","27","Dolphins","49ers",2012,"dolphins","12-09-2012"
"03","24","Jaguars","Dolphins",2012,"dolphins","12-16-2012"
"10","24","Bills","Dolphins",2012,"dolphins","12-23-2012"
"00","28","Dolphins","Patriots",2012,"dolphins","12-30-2012"
"13","44","Bengals","Ravens",2012,"ravens","09-10-2012"
"23","24","Ravens","Eagles",2012,"ravens","09-16-2012"
"30","31","Patriots","Ravens",2012,"ravens","09-23-2012"
"16","23","Browns","Ravens",2012,"ravens","09-27-2012"
"09","06","Ravens","Chiefs",2012,"ravens","10-07-2012"
"29","31","Cowboys","Ravens",2012,"ravens","10-14-2012"
"13","43","Ravens","Texans",2012,"ravens","10-21-2012"
"25","15","Ravens","Browns",2012,"ravens","11-04-2012"
"20","55","Raiders","Ravens",2012,"ravens","11-11-2012"
"13","10","Ravens","Steelers",2012,"ravens","11-18-2012"
"16","13","Ravens","Chargers",2012,"ravens","11-25-2012"
"23","20","Steelers","Ravens",2012,"ravens","12-02-2012"
"28","31","Ravens","Redskins",2012,"ravens","12-09-2012"
"34","17","Broncos","Ravens",2012,"ravens","12-16-2012"
"14","33","Giants","Ravens",2012,"ravens","12-23-2012"
"17","23","Ravens","Bengals",2012,"ravens","12-30-2012"
"17","16","Eagles","Browns",2012,"browns","09-09-2012"
"27","34","Browns","Bengals",2012,"browns","09-16-2012"
"24","14","Bills","Browns",2012,"browns","09-23-2012"
"16","23","Browns","Ravens",2012,"browns","09-27-2012"
"27","41","Browns","Giants",2012,"browns","10-07-2012"
"24","34","Bengals","Browns",2012,"browns","10-14-2012"
"13","17","Browns","Colts",2012,"browns","10-21-2012"
"06","07","Chargers","Browns",2012,"browns","10-28-2012"
"25","15","Ravens","Browns",2012,"browns","11-04-2012"
"20","23","Browns","Cowboys",2012,"browns","11-18-2012"
"14","20","Steelers","Browns",2012,"browns","11-25-2012"
"20","17","Browns","Raiders",2012,"browns","12-02-2012"
"07","30","Chiefs","Browns",2012,"browns","12-09-2012"
"38","21","Redskins","Browns",2012,"browns","12-16-2012"
"12","34","Browns","Broncos",2012,"browns","12-23-2012"
"10","24","Browns","Steelers",2012,"browns","12-30-2012"
"10","16","Panthers","Buccaneers",2012,"buccaneers","09-09-2012"
"34","41","Buccaneers","Giants",2012,"buccaneers","09-16-2012"
"10","16","Buccaneers","Cowboys",2012,"buccaneers","09-23-2012"
"24","22","Redskins","Buccaneers",2012,"buccaneers","09-30-2012"
"10","38","Chiefs","Buccaneers",2012,"buccaneers","10-14-2012"
"35","28","Saints","Buccaneers",2012,"buccaneers","10-21-2012"
"36","17","Buccaneers","Vikings",2012,"buccaneers","10-25-2012"
"42","32","Buccaneers","Raiders",2012,"buccaneers","11-04-2012"
"24","34","Chargers","Buccaneers",2012,"buccaneers","11-11-2012"
"27","21","Buccaneers","Panthers",2012,"buccaneers","11-18-2012"
"24","23","Falcons","Buccaneers",2012,"buccaneers","11-25-2012"
"23","31","Buccaneers","Broncos",2012,"buccaneers","12-02-2012"
"23","21","Eagles","Buccaneers",2012,"buccaneers","12-09-2012"
"00","41","Buccaneers","Saints",2012,"buccaneers","12-16-2012"
"28","13","Rams","Buccaneers",2012,"buccaneers","12-23-2012"
"22","17","Buccaneers","Falcons",2012,"buccaneers","12-30-2012"
"13","44","Bengals","Ravens",2012,"bengals","09-10-2012"
"27","34","Browns","Bengals",2012,"bengals","09-16-2012"
"38","31","Bengals","Redskins",2012,"bengals","09-23-2012"
"27","10","Bengals","Jaguars",2012,"bengals","09-30-2012"
"17","13","Dolphins","Bengals",2012,"bengals","10-07-2012"
"24","34","Bengals","Browns",2012,"bengals","10-14-2012"
"24","17","Steelers","Bengals",2012,"bengals","10-21-2012"
"31","23","Broncos","Bengals",2012,"bengals","11-04-2012"
"13","31","Giants","Bengals",2012,"bengals","11-11-2012"
"28","06","Bengals","Chiefs",2012,"bengals","11-18-2012"
"10","34","Raiders","Bengals",2012,"bengals","11-25-2012"
"20","13","Bengals","Chargers",2012,"bengals","12-02-2012"
"20","19","Cowboys","Bengals",2012,"bengals","12-09-2012"
"34","13","Bengals","Eagles",2012,"bengals","12-13-2012"
"13","10","Bengals","Steelers",2012,"bengals","12-23-2012"
"17","23","Ravens","Bengals",2012,"bengals","12-30-2012"
"16","20","Seahawks","Cardinals",2012,"seahawks","09-09-2012"
"07","27","Cowboys","Seahawks",2012,"seahawks","09-16-2012"
"12","14","Packers","Seahawks",2012,"seahawks","09-24-2012"
"13","19","Seahawks","Rams",2012,"seahawks","09-30-2012"
"16","12","Seahawks","Panthers",2012,"seahawks","10-07-2012"
"23","24","Patriots","Seahawks",2012,"seahawks","10-14-2012"
"06","13","Seahawks","49ers",2012,"seahawks","10-18-2012"
"24","28","Seahawks","Lions",2012,"seahawks","10-28-2012"
"20","30","Vikings","Seahawks",2012,"seahawks","11-04-2012"
"07","28","Jets","Seahawks",2012,"seahawks","11-11-2012"
"21","24","Seahawks","Dolphins",2012,"seahawks","11-25-2012"
"23","17","Seahawks","Bears",2012,"seahawks","12-02-2012"
"00","58","Cardinals","Seahawks",2012,"seahawks","12-09-2012"
"50","17","Seahawks","Bills",2012,"seahawks","12-16-2012"
"13","42","49ers","Seahawks",2012,"seahawks","12-23-2012"
"13","20","Rams","Seahawks",2012,"seahawks","12-30-2012"
"22","14","Chargers","Raiders",2012,"chargers","09-10-2012"
"10","38","Titans","Chargers",2012,"chargers","09-16-2012"
"27","03","Falcons","Chargers",2012,"chargers","09-23-2012"
"37","20","Chargers","Chiefs",2012,"chargers","09-30-2012"
"24","31","Chargers","Saints",2012,"chargers","10-07-2012"
"35","24","Broncos","Chargers",2012,"chargers","10-15-2012"
"06","07","Chargers","Browns",2012,"chargers","10-28-2012"
"13","31","Chiefs","Chargers",2012,"chargers","11-01-2012"
"24","34","Chargers","Buccaneers",2012,"chargers","11-11-2012"
"23","30","Chargers","Broncos",2012,"chargers","11-18-2012"
"16","13","Ravens","Chargers",2012,"chargers","11-25-2012"
"20","13","Bengals","Chargers",2012,"chargers","12-02-2012"
"34","24","Chargers","Steelers",2012,"chargers","12-09-2012"
"31","07","Panthers","Chargers",2012,"chargers","12-16-2012"
"27","17","Chargers","Jets",2012,"chargers","12-23-2012"
"21","24","Raiders","Chargers",2012,"chargers","12-30-2012"
"23","27","Rams","Lions",2012,"lions","09-09-2012"
"19","27","Lions","49ers",2012,"lions","09-16-2012"
"41","44","Lions","Titans",2012,"lions","09-23-2012"
"20","13","Vikings","Lions",2012,"lions","09-30-2012"
"26","23","Lions","Eagles",2012,"lions","10-14-2012"
"07","13","Lions","Bears",2012,"lions","10-22-2012"
"24","28","Seahawks","Lions",2012,"lions","10-28-2012"
"31","14","Lions","Jaguars",2012,"lions","11-04-2012"
"24","34","Lions","Vikings",2012,"lions","11-11-2012"
"24","20","Packers","Lions",2012,"lions","11-18-2012"
"34","31","Texans","Lions",2012,"lions","11-22-2012"
"35","33","Colts","Lions",2012,"lions","12-02-2012"
"20","27","Lions","Packers",2012,"lions","12-09-2012"
"10","38","Lions","Cardinals",2012,"lions","12-16-2012"
"31","18","Falcons","Lions",2012,"lions","12-22-2012"
"26","24","Bears","Lions",2012,"lions","12-30-2012"
